0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, class
0, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 8, 4, 8, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 4, 0, 8, 22, 8, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 5, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 2, 6, 0, 0, 0, 2, 6, 0, 0, 0, 0, 0, 0, 6, 0, 14, 24, 12, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 11, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 11, 7, 10, 0, 0, 2, 6, 0, 0, 1, 0, 0, 2, 7, 1, 28, 49, 28, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 7, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 11, 0, 10, 0, 0, 0, 1, 8, 0, 0, 0, 0, 0, 0, 8, 0, 14, 52, 19, 15, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 21, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 8, 0, 5, 2, 0, 0, 1, 4, 0, 0, 2, 0, 0, 0, 4, 0, 8, 16, 7, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 11, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 14, 6, 17, 4, 0, 0, 2, 8, 0, 0, 4, 0, 0, 1, 9, 1, 28, 59, 29, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 11, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 15, 0, 10, 2, 0, 0, 1, 8, 0, 0, 1, 0, 0, 1, 10, 2, 27, 53, 27, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 16, 4, 14, 2, 0, 0, 2, 12, 0, 0, 2, 0, 0, 1, 13, 2, 32, 62, 32, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 13, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 0, 0, 0, 1, 8, 0, 0, 0, 0, 0, 1, 9, 1, 31, 54, 32, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 11, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 19, 4, 15, 2, 0, 0, 2, 8, 0, 0, 2, 0, 0, 1, 10, 1, 28, 61, 32, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 14, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 32, 2, 26, 2, 0, 2, 2, 18, 2, 0, 4, 0, 0, 1, 19, 2, 41, 107, 46, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 39, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 11, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 8, 0, 6, 2, 0, 0, 3, 4, 0, 0, 2, 0, 0, 1, 6, 1, 26, 44, 28, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 12, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 11, 1, 8, 1, 0, 0, 2, 6, 0, 0, 1, 0, 0, 1, 7, 2, 27, 48, 27, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 18, 34, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 16, 0, 14, 2, 0, 0, 1, 14, 0, 0, 1, 0, 0, 0, 14, 2, 45, 85, 42, 22, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 8, 0, 0, 0, 35, 0, 1, 46, 0, 0, 0, 0, 0, 0, 0, 2, p02731
0, 7, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 15, 6, 14, 3, 0, 1, 2, 10, 1, 0, 0, 0, 0, 0, 10, 0, 22, 60, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 3, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 2, 0, 3, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 11, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 6, 2, 0, 0, 1, 6, 0, 0, 0, 0, 0, 1, 7, 1, 26, 52, 29, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 7, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 1, 4, 1, 0, 0, 0, 0, 0, 4, 0, 10, 21, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 6, 2, 7, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 2, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 13, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 8, 14, 6, 0, 0, 2, 14, 1, 0, 1, 0, 0, 2, 15, 1, 40, 78, 42, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 1, 30, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 2, 0, 2, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 20, 4, 14, 0, 0, 6, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 11, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 12, 0, 13, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 1, 11, 2, 27, 59, 28, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 12, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 11, 2, 0, 0, 1, 10, 0, 0, 0, 0, 0, 1, 12, 1, 25, 58, 27, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 20, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 11, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 23, 0, 15, 2, 0, 0, 1, 10, 0, 0, 4, 0, 0, 2, 12, 2, 29, 62, 33, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 7, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 35, 11, 35, 9, 0, 2, 2, 18, 8, 0, 15, 0, 2, 1, 18, 0, 24, 105, 39, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 42, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 11, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 12, 0, 9, 2, 0, 0, 3, 8, 0, 0, 2, 0, 0, 2, 9, 2, 27, 56, 29, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 11, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 13, 0, 12, 0, 0, 0, 1, 10, 0, 0, 4, 0, 0, 2, 12, 1, 28, 59, 30, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 15, 2, 15, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 14, 20, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 12, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 11, 4, 9, 3, 0, 0, 2, 4, 0, 0, 1, 0, 0, 1, 5, 1, 21, 39, 21, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 12, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 14, 0, 14, 2, 0, 0, 1, 12, 0, 0, 0, 0, 0, 2, 13, 1, 29, 69, 32, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 4, 0, 0, 0, 25, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 11, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 11, 14, 11, 8, 0, 0, 2, 8, 0, 0, 1, 0, 0, 2, 10, 2, 29, 54, 29, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 11, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 14, 0, 13, 2, 0, 0, 1, 10, 0, 0, 6, 0, 0, 2, 12, 1, 30, 63, 32, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 8, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 11, 0, 6, 2, 0, 2, 1, 4, 0, 0, 3, 0, 0, 0, 4, 0, 11, 32, 12, 13, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 9, 0, 0, 0, 10, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 11, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 15, 0, 16, 0, 0, 0, 1, 10, 0, 0, 2, 0, 0, 1, 12, 1, 27, 59, 30, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 11, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 12, 19, 12, 13, 0, 0, 6, 12, 0, 0, 1, 0, 0, 2, 13, 1, 25, 63, 26, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 11, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 15, 0, 13, 2, 0, 0, 1, 10, 0, 0, 4, 0, 0, 2, 11, 2, 26, 58, 28, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 13, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 15, 0, 14, 0, 0, 0, 1, 12, 0, 0, 4, 0, 0, 1, 14, 1, 30, 67, 33, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 24, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 15, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 8, 63, 11, 50, 7, 0, 9, 2, 32, 4, 0, 17, 0, 0, 0, 32, 0, 50, 159, 69, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 1, 25, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 11, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 11, 0, 7, 2, 0, 0, 1, 6, 0, 0, 2, 0, 0, 2, 7, 1, 21, 42, 22, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 2, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 4, 0, 2, 12, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 11, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 18, 0, 15, 2, 0, 0, 1, 14, 0, 0, 1, 0, 0, 1, 16, 2, 31, 72, 33, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, p02731
0, 26, 62, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 4, 0, 37, 0, 35, 0, 0, 0, 1, 32, 0, 0, 1, 0, 0, 2, 33, 3, 80, 157, 80, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 12, 0, 0, 0, 72, 0, 1, 65, 0, 0, 0, 0, 0, 0, 0, 2, p02731
0, 12, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 11, 0, 0, 0, 1, 10, 0, 0, 1, 0, 0, 2, 12, 1, 29, 56, 30, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, p02731
